seq_id,sample,reads,Domain,Phylum,Class,Order,Family,Genus,Species,Taxon,sample_nc_flag,known_contaminant
c3274ef656cc6f9af68e58c504f07bd0,sample1.1B,2,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Diadesmidaceae,Luticola,Luticola ventricosa,Eukaryota;Bacillariophyta;Bacillariophyceae;Naviculales;Diadesmidaceae;Luticola;Luticola ventricosa,2,TRUE
c3274ef656cc6f9af68e58c504f07bd0,sample2,50,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Diadesmidaceae,Luticola,Luticola ventricosa,Eukaryota;Bacillariophyta;Bacillariophyceae;Naviculales;Diadesmidaceae;Luticola;Luticola ventricosa,2,TRUE
